,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
2955,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,39.99,1,0.0,11.5971,NY,39.99,11.5971,0.0,No Discount
2988,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,12.99,1,0.0,0.7794,CA,12.99,0.7794,0.0,No Discount
2998,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,95.968,4,0.2,28.7904,PA,23.992,7.1976,0.0,Discount
2999,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Machines,206.991,3,0.7,-172.4925,PA,68.997,-57.4975,-172.4925,Discount
3011,Standard Class,Home Office,United States,Louisville,Colorado,West,Technology,Machines,2549.985,5,0.7,-3399.98,CO,509.997,-679.996,-3399.98,Discount
3018,Standard Class,Home Office,United States,Pharr,Texas,Central,Technology,Accessories,666.4,7,0.2,-33.32,TX,95.2,-4.76,-33.32,Discount
3029,Standard Class,Corporate,United States,Gresham,Oregon,West,Technology,Phones,403.168,4,0.2,25.198,OR,100.792,6.2995,0.0,Discount
3034,Standard Class,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,53.7,6,0.0,10.203,LA,8.950000000000001,1.7005,0.0,No Discount
3044,Second Class,Consumer,United States,Troy,Ohio,East,Technology,Phones,1022.97,5,0.4,-255.7425,OH,204.594,-51.1485,-255.7425,Discount
3049,First Class,Home Office,United States,Columbus,Georgia,South,Technology,Accessories,360.0,4,0.0,129.6,GA,90.0,32.4,0.0,No Discount
3053,Second Class,Home Office,United States,Detroit,Michigan,Central,Technology,Phones,517.9,2,0.0,134.654,MI,258.95,67.327,0.0,No Discount
3055,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Copiers,2799.96,5,0.2,874.9875,IL,559.992,174.9975,0.0,Discount
3060,Standard Class,Corporate,United States,Newark,Ohio,East,Technology,Accessories,119.976,3,0.2,22.4955,OH,39.992,7.4985,0.0,Discount
3062,First Class,Corporate,United States,Newark,Delaware,East,Technology,Phones,83.97,3,0.0,23.5116,DE,27.99,7.8372,0.0,No Discount
3063,First Class,Corporate,United States,Newark,Delaware,East,Technology,Accessories,104.97,3,0.0,7.3479,DE,34.99,2.4493,0.0,No Discount
3065,Second Class,Home Office,United States,Albuquerque,New Mexico,West,Technology,Phones,140.736,8,0.2,49.2576,NM,17.592,6.1572,0.0,Discount
3066,Second Class,Home Office,United States,Albuquerque,New Mexico,West,Technology,Accessories,214.95,5,0.0,88.1295,NM,42.989999999999995,17.625899999999998,0.0,No Discount
3080,First Class,Home Office,United States,Apple Valley,California,West,Technology,Phones,43.176,3,0.2,15.1116,CA,14.392000000000001,5.0371999999999995,0.0,Discount
3082,Standard Class,Home Office,United States,Louisville,Kentucky,South,Technology,Phones,539.97,3,0.0,134.9925,KY,179.99,44.9975,0.0,No Discount
3085,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,127.984,2,0.2,15.998,TX,63.992,7.999,0.0,Discount
3089,Second Class,Home Office,United States,Henderson,Kentucky,South,Technology,Phones,671.93,7,0.0,188.1404,KY,95.99,26.8772,0.0,No Discount
3091,Standard Class,Consumer,United States,Newark,Delaware,East,Technology,Phones,479.95,5,0.0,129.5865,DE,95.99,25.9173,0.0,No Discount
3112,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Machines,837.6,3,0.2,62.82,WA,279.2,20.94,0.0,Discount
3119,First Class,Corporate,United States,Lakeland,Florida,South,Technology,Phones,249.584,2,0.2,31.198,FL,124.792,15.599,0.0,Discount
3126,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,258.528,2,0.4,-47.3968,PA,129.264,-23.6984,-47.3968,Discount
3130,First Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,395.0,5,0.0,39.5,CA,79.0,7.9,0.0,No Discount
3131,First Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,627.168,4,0.2,70.5564,CA,156.792,17.6391,0.0,Discount
3136,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Phones,67.992,1,0.2,8.499,TX,67.992,8.499,0.0,Discount
3138,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,44.784,2,0.2,-0.5598,TX,22.392,-0.2799,-0.5598,Discount
3142,Second Class,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,119.96,5,0.2,35.988,OH,23.991999999999997,7.1975999999999996,0.0,Discount
3146,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,88.776,3,0.2,7.7679,WA,29.592,2.5893,0.0,Discount
3150,First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,2025.36,6,0.2,607.608,OH,337.56,101.26799999999999,0.0,Discount
3151,First Class,Consumer,United States,Newark,Ohio,East,Technology,Machines,1799.994,2,0.7,-2639.9912,OH,899.997,-1319.9956,-2639.9912,Discount
3152,First Class,Consumer,United States,Newark,Ohio,East,Technology,Phones,101.988,2,0.4,-16.998,OH,50.994,-8.499,-16.998,Discount
3157,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,26.0,2,0.0,11.7,NY,13.0,5.85,0.0,No Discount
3159,First Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,119.976,3,0.2,-17.9964,NC,39.992,-5.9988,-17.9964,Discount
3165,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,239.984,2,0.2,23.9984,CA,119.992,11.9992,0.0,Discount
3176,Standard Class,Consumer,United States,Fort Collins,Colorado,West,Technology,Accessories,47.984,2,0.2,0.5998,CO,23.992,0.2999,0.0,Discount
3182,Second Class,Corporate,United States,Columbia,Maryland,East,Technology,Accessories,826.62,3,0.0,355.4466,MD,275.54,118.48219999999999,0.0,No Discount
3187,Standard Class,Corporate,United States,Lowell,Massachusetts,East,Technology,Phones,69.93,7,0.0,32.1678,MA,9.99,4.5954,0.0,No Discount
3191,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,65.99,1,0.0,17.1574,NY,65.99,17.1574,0.0,No Discount
3196,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,29.97,3,0.0,14.0859,NY,9.99,4.6953000000000005,0.0,No Discount
3198,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,95.968,4,0.2,9.5968,NC,23.992,2.3992,0.0,Discount
3202,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,601.536,8,0.2,60.1536,CA,75.192,7.5192,0.0,Discount
3203,Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,10.99,1,0.0,4.2861,CA,10.99,4.2861,0.0,No Discount
3208,Standard Class,Corporate,United States,Fresno,California,West,Technology,Accessories,349.95,5,0.0,118.983,CA,69.99,23.7966,0.0,No Discount
3209,Standard Class,Corporate,United States,Fresno,California,West,Technology,Phones,377.928,9,0.2,141.723,CA,41.992,15.747000000000002,0.0,Discount
3216,Standard Class,Consumer,United States,Oakland,California,West,Technology,Accessories,149.97,3,0.0,52.4895,CA,49.99,17.4965,0.0,No Discount
3218,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,430.88,2,0.0,124.9552,NY,215.44,62.4776,0.0,No Discount
3221,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Technology,Accessories,90.0,1,0.0,32.4,NJ,90.0,32.4,0.0,No Discount
3224,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Phones,318.4,2,0.2,107.46,AZ,159.2,53.73,0.0,Discount
3227,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Phones,230.376,3,0.2,20.1579,AZ,76.792,6.7193000000000005,0.0,Discount
3228,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Accessories,7.16,1,0.2,-0.0895,AZ,7.16,-0.0895,-0.0895,Discount
3239,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,122.92,7,0.2,46.095,TX,17.56,6.585,0.0,Discount
3243,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Technology,Phones,219.8,5,0.2,24.7275,TX,43.96,4.9455,0.0,Discount
3245,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,49.08,3,0.0,4.908,WA,16.36,1.6360000000000001,0.0,No Discount
3249,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,105.584,2,0.2,7.9188,WA,52.792,3.9594,0.0,Discount
3253,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,27.184,2,0.2,2.0388,IL,13.592,1.0194,0.0,Discount
3254,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,107.984,1,0.2,9.4486,WA,107.984,9.4486,0.0,Discount
3261,First Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,99.98,2,0.0,7.9984,CA,49.99,3.9992,0.0,No Discount
3267,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,135.98,2,0.0,33.995,AL,67.99,16.9975,0.0,No Discount
3268,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,44.95,1,0.0,12.586,AL,44.95,12.586,0.0,No Discount
3269,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Technology,Accessories,2.97,3,0.0,1.3068,SD,0.9900000000000001,0.4356,0.0,No Discount
3271,Second Class,Corporate,United States,Visalia,California,West,Technology,Accessories,7.92,8,0.0,3.4848,CA,0.99,0.4356,0.0,No Discount
3273,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Copiers,3359.952,6,0.2,1049.985,CA,559.9920000000001,174.99749999999997,0.0,Discount
3277,Second Class,Corporate,United States,Alexandria,Virginia,South,Technology,Phones,28.99,1,0.0,8.4071,VA,28.99,8.4071,0.0,No Discount
3281,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Accessories,47.984,2,0.2,13.1956,NC,23.992,6.5978,0.0,Discount
3287,First Class,Consumer,United States,Temecula,California,West,Technology,Phones,494.376,3,0.2,49.4376,CA,164.792,16.479200000000002,0.0,Discount
3289,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,248.85,5,0.0,27.3735,CA,49.769999999999996,5.4747,0.0,No Discount
3290,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,36.24,1,0.0,15.2208,CA,36.24,15.2208,0.0,No Discount
3295,First Class,Home Office,United States,New York City,New York,East,Technology,Machines,1704.89,11,0.0,767.2005,NY,154.99,69.7455,0.0,No Discount
3298,Same Day,Corporate,United States,San Francisco,California,West,Technology,Machines,1919.976,3,0.2,215.9973,CA,639.9920000000001,71.9991,0.0,Discount
3301,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,539.964,6,0.4,-107.9928,PA,89.99400000000001,-17.9988,-107.9928,Discount
3305,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,217.584,2,0.2,19.0386,TX,108.792,9.5193,0.0,Discount
3306,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,328.776,3,0.2,28.7679,TX,109.592,9.5893,0.0,Discount
3308,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Accessories,47.984,2,0.2,14.3952,TX,23.992,7.1976,0.0,Discount
3329,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,148.48,2,0.2,16.704,TX,74.24,8.352,0.0,Discount
3330,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,241.176,3,0.2,15.0735,TX,80.392,5.0245,0.0,Discount
3331,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,227.976,3,0.2,28.497,IL,75.992,9.499,0.0,Discount
3332,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,52.68,3,0.2,19.755,IL,17.56,6.585,0.0,Discount
3335,First Class,Consumer,United States,Oakland,California,West,Technology,Phones,431.968,4,0.2,37.7972,CA,107.992,9.4493,0.0,Discount
3343,Second Class,Consumer,United States,Quincy,Massachusetts,East,Technology,Phones,59.97,3,0.0,28.7856,MA,19.99,9.5952,0.0,No Discount
3350,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,89.97,3,0.0,18.8937,NY,29.99,6.297899999999999,0.0,No Discount
3352,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,83.984,2,0.2,31.494,CA,41.992,15.747,0.0,Discount
3353,Standard Class,Corporate,United States,Bristol,Connecticut,East,Technology,Phones,359.98,2,0.0,93.5948,CT,179.99,46.7974,0.0,No Discount
3359,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,26.176,2,0.2,-3.272,IL,13.088,-1.636,-3.272,Discount
3370,Same Day,Consumer,United States,Norman,Oklahoma,Central,Technology,Accessories,1287.45,5,0.0,244.6155,OK,257.49,48.9231,0.0,No Discount
3375,Standard Class,Consumer,United States,Hempstead,New York,East,Technology,Phones,39.96,4,0.0,10.3896,NY,9.99,2.5974,0.0,No Discount
3384,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,1799.75,5,0.0,539.925,NY,359.95,107.98499999999999,0.0,No Discount
3387,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Technology,Phones,222.384,2,0.2,16.6788,NC,111.192,8.3394,0.0,Discount
3391,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,1091.168,4,0.2,68.198,WA,272.792,17.0495,0.0,Discount
3392,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,219.168,2,0.2,-43.8336,WA,109.584,-21.9168,-43.8336,Discount
3398,Standard Class,Corporate,United States,Richmond,Kentucky,South,Technology,Phones,36.99,1,0.0,9.9873,KY,36.99,9.9873,0.0,No Discount
3422,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,131.6,7,0.0,7.896,CA,18.8,1.128,0.0,No Discount
3424,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,558.4,2,0.2,41.88,CA,279.2,20.94,0.0,Discount
3452,Second Class,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,471.92,2,0.2,29.495,NC,235.96,14.7475,0.0,Discount
3456,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,71.976,3,0.2,19.7934,PA,23.992,6.597799999999999,0.0,Discount
3460,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2,0.2,14.3952,PA,23.992,7.1976,0.0,Discount
3461,Second Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,492.768,4,0.2,55.4364,TX,123.192,13.8591,0.0,Discount
3464,Second Class,Consumer,United States,Jacksonville,Florida,South,Technology,Accessories,47.992,1,0.2,7.1988,FL,47.992,7.1988,0.0,Discount
3472,Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Accessories,18.544,2,0.2,3.0134,OH,9.272,1.5067,0.0,Discount
3474,Standard Class,Consumer,United States,Dearborn Heights,Michigan,Central,Technology,Accessories,99.98,2,0.0,42.9914,MI,49.99,21.4957,0.0,No Discount
3475,First Class,Corporate,United States,Overland Park,Kansas,Central,Technology,Accessories,34.95,5,0.0,15.378,KS,6.99,3.0756,0.0,No Discount
3477,Standard Class,Consumer,United States,Santa Fe,New Mexico,West,Technology,Accessories,92.52,9,0.0,18.504,NM,10.28,2.056,0.0,No Discount
3482,First Class,Corporate,United States,Springfield,Virginia,South,Technology,Phones,579.95,5,0.0,168.1855,VA,115.99000000000001,33.6371,0.0,No Discount
3486,Same Day,Consumer,United States,Hickory,North Carolina,South,Technology,Phones,36.192,1,0.2,2.7144,NC,36.192,2.7144,0.0,Discount
3493,Standard Class,Corporate,United States,Saint Cloud,Minnesota,Central,Technology,Accessories,72.0,4,0.0,12.96,MN,18.0,3.24,0.0,No Discount
3494,Standard Class,Corporate,United States,Saint Cloud,Minnesota,Central,Technology,Accessories,655.9,5,0.0,275.478,MN,131.18,55.095600000000005,0.0,No Discount
3499,Standard Class,Consumer,United States,Mobile,Alabama,South,Technology,Accessories,209.97,3,0.0,71.3898,AL,69.99,23.796599999999998,0.0,No Discount
3503,Same Day,Consumer,United States,Austin,Texas,Central,Technology,Accessories,95.736,3,0.2,20.3439,TX,31.912000000000003,6.781300000000001,0.0,Discount
3505,Standard Class,Consumer,United States,Plano,Texas,Central,Technology,Phones,201.584,2,0.2,20.1584,TX,100.792,10.0792,0.0,Discount
3510,Standard Class,Consumer,United States,Plano,Texas,Central,Technology,Machines,418.8,2,0.4,-97.72,TX,209.4,-48.86,-97.72,Discount
3515,Standard Class,Consumer,United States,Jackson,Mississippi,South,Technology,Accessories,66.3,3,0.0,8.619,MS,22.099999999999998,2.8729999999999998,0.0,No Discount
3517,First Class,Consumer,United States,Fayetteville,North Carolina,South,Technology,Phones,44.784,2,0.2,4.4784,NC,22.392,2.2392,0.0,Discount
3522,Second Class,Corporate,United States,Des Moines,Iowa,Central,Technology,Phones,404.94,3,0.0,109.3338,IA,134.98,36.4446,0.0,No Discount
3523,Standard Class,Corporate,United States,San Diego,California,West,Technology,Accessories,116.0,8,0.0,29.0,CA,14.5,3.625,0.0,No Discount
3524,Standard Class,Consumer,United States,Dallas,Texas,Central,Technology,Phones,657.552,6,0.2,49.3164,TX,109.592,8.2194,0.0,Discount
3525,Second Class,Home Office,United States,Jackson,Mississippi,South,Technology,Accessories,599.97,3,0.0,257.9871,MS,199.99,85.9957,0.0,No Discount
3526,Second Class,Home Office,United States,Jackson,Mississippi,South,Technology,Phones,38.97,3,0.0,0.7794,MS,12.99,0.2598,0.0,No Discount
3528,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,38.24,4,0.2,-9.56,CA,9.56,-2.39,-9.56,Discount
3529,Standard Class,Consumer,United States,Orlando,Florida,South,Technology,Accessories,87.168,3,0.2,10.896,FL,29.056,3.632,0.0,Discount
